&,-l -> <1>,<2>,cd	confidence:0.8136645962732919
-l,<1>,more,vi -> ls	confidence:0.9910714285714286
-l,more,vi -> <1>,ls	confidence:0.9910714285714286
-l,ls,mv,rm -> <1>	confidence:1.0
-l,ls,mv,vi -> <1>	confidence:1.0
-l,ls,rm,vi -> <1>	confidence:1.0
-l,mv,rm,vi -> <1>	confidence:1.0
-l,cd,cp,ls -> <2>	confidence:1.0
-l,<2>,cp,ls -> cd	confidence:0.9856115107913669
-l,cp,ls -> <2>,cd	confidence:0.9856115107913669
-l,cd,cp,rm -> <2>	confidence:1.0
-l,<2>,cp,rm -> cd	confidence:0.9861111111111112
-l,cp,rm -> <2>,cd	confidence:0.9861111111111112
-l,cd,cp,vi -> <2>	confidence:1.0
-l,<2>,cp,vi -> cd	confidence:0.9865771812080537
-l,cp,vi -> <2>,cd	confidence:0.9865771812080537
-l,<2>,elm,ls -> cd	confidence:0.9302325581395349
-l,<2>,elm,vi -> cd	confidence:0.9576271186440678
-l,<2>,exit,ls -> cd	confidence:0.9770992366412213
-l,<2>,cd,exit -> ls	confidence:0.9770992366412213
-l,cd,grep,vi -> <2>	confidence:0.9666666666666667
-l,<2>,grep,vi -> cd	confidence:0.9830508474576272
-l,grep,vi -> <2>,cd	confidence:0.9508196721311475
-l,cd,k,ll -> <2>	confidence:0.967741935483871
-l,<2>,k,ll -> cd	confidence:1.0
-l,k,ll -> <2>,cd	confidence:0.967741935483871
-l,k -> <2>,cd,ll	confidence:0.9448818897637795
-l,<2>,k -> cd,ll	confidence:0.9836065573770492
-l,cd,k -> <2>,ll	confidence:0.96
-l,<2>,cd,k -> ll	confidence:1.0
-l,cd,ll,rm -> <2>	confidence:0.9779411764705882
-l,<2>,ll,rm -> cd	confidence:1.0
-l,ll,rm -> <2>,cd	confidence:0.9708029197080292
-l,cd,ll,vi -> <2>	confidence:0.9716312056737588
-l,<2>,ll,vi -> cd	confidence:1.0
-l,ll,vi -> <2>,cd	confidence:0.9716312056737588
-l,<2>,ls,more -> cd	confidence:0.9626865671641791
-l,<2>,cd,more -> ls	confidence:0.9847328244274809
-l,<2>,more -> cd,ls	confidence:0.9347826086956522
-l,cd,ls,mv -> <2>	confidence:1.0
-l,<2>,ls,mv -> cd	confidence:0.9826589595375722
-l,ls,mv -> <2>,cd	confidence:0.9826589595375722
-l,cd,ls,rm -> <2>	confidence:0.8038461538461539
-l,<2>,ls,rm -> cd	confidence:0.9766355140186916
-l,cd,ls,vi -> <2>	confidence:0.8098591549295775
-l,<2>,ls,vi -> cd	confidence:0.9829059829059829
-l,cd,mv,rm -> <2>	confidence:1.0
-l,<2>,mv,rm -> cd	confidence:0.9817073170731707
-l,mv,rm -> <2>,cd	confidence:0.9817073170731707
-l,cd,mv,vi -> <2>	confidence:1.0
-l,<2>,mv,vi -> cd	confidence:0.9807692307692307
-l,mv,vi -> <2>,cd	confidence:0.9807692307692307
-l,cd,rm,vi -> <2>	confidence:0.8739495798319328
-l,<2>,rm,vi -> cd	confidence:0.9811320754716981
-l,rm,vi -> <2>,cd	confidence:0.859504132231405
-l,cp,rm,vi -> <2>	confidence:1.0
-l,cp,rm -> <2>,vi	confidence:0.8055555555555556
-l,<2>,cp,rm -> vi	confidence:0.8055555555555556
-l,ls,mv,rm -> <2>	confidence:1.0
-l,ls,mv,vi -> <2>	confidence:1.0
-l,ls,rm,vi -> <2>	confidence:0.8406593406593407
-l,mv,rm,vi -> <2>	confidence:1.0
-l,cp,rm,vi -> cd	confidence:0.9827586206896551
-l,cd,cp,rm -> vi	confidence:0.8028169014084507
-l,elm,ls,vi -> cd	confidence:0.957983193277311
-l,exit,ls,rm -> cd	confidence:0.9655172413793104
-l,cd,exit,rm -> ls	confidence:0.9824561403508771
-l,exit,rm -> cd,ls	confidence:0.9491525423728814
-l,exit,ls,vi -> cd	confidence:0.9915254237288136
-l,cd,exit,vi -> ls	confidence:0.9915254237288136
-l,exit,vi -> cd,ls	confidence:0.9831932773109243
-l,ls,mv,rm -> cd	confidence:0.9765625
-l,ls,mv,vi -> cd	confidence:0.975609756097561
-l,ls,rm,vi -> cd	confidence:0.978021978021978
-l,mv,rm,vi -> cd	confidence:0.9754098360655737
-s,<2>,cd,ll -> <1>	confidence:1.0
-s,<1>,cd,ll -> <2>	confidence:0.9757575757575757
-s,cd,ll -> <1>,<2>	confidence:0.9757575757575757
-s,<1>,<2>,ll -> cd	confidence:0.9938271604938271
-s,<2>,ll -> <1>,cd	confidence:0.9938271604938271
-s,<1>,ll -> <2>,cd	confidence:0.9640718562874252
-s,ll -> <1>,<2>,cd	confidence:0.9640718562874252
<1>,<2>,cd,ln -> -s	confidence:0.9224806201550387
-s,<2>,cd,ln -> <1>	confidence:1.0
<2>,cd,ln -> -s,<1>	confidence:0.9224806201550387
-s,<1>,cd,ln -> <2>	confidence:0.952
<1>,cd,ln -> -s,<2>	confidence:0.8814814814814815
-s,cd,ln -> <1>,<2>	confidence:0.952
cd,ln -> -s,<1>,<2>	confidence:0.8814814814814815
-s,<1>,<2>,ln -> cd	confidence:0.9916666666666667
<1>,<2>,ln -> -s,cd	confidence:0.9153846153846154
-s,<2>,ln -> <1>,cd	confidence:0.9754098360655737
<2>,ln -> -s,<1>,cd	confidence:0.9015151515151515
-s,<1>,ln -> <2>,cd	confidence:0.9444444444444444
<1>,ln -> -s,<2>,cd	confidence:0.875
-s,ln -> <1>,<2>,cd	confidence:0.9296875
ln -> -s,<1>,<2>,cd	confidence:0.8623188405797102
-s,<2>,cd,ls -> <1>	confidence:1.0
-s,<1>,cd,ls -> <2>	confidence:0.9457364341085271
-s,cd,ls -> <1>,<2>	confidence:0.9457364341085271
-s,<1>,<2>,ls -> cd	confidence:0.9838709677419355
-s,<2>,ls -> <1>,cd	confidence:0.9838709677419355
-s,<1>,ls -> <2>,cd	confidence:0.9312977099236641
-s,ls -> <1>,<2>,cd	confidence:0.9312977099236641
-s,<2>,cd,rm -> <1>	confidence:1.0
-s,<1>,cd,rm -> <2>	confidence:0.9696969696969697
-s,cd,rm -> <1>,<2>	confidence:0.9696969696969697
-s,<1>,<2>,rm -> cd	confidence:0.9937888198757764
-s,<2>,rm -> <1>,cd	confidence:0.9937888198757764
-s,<1>,rm -> <2>,cd	confidence:0.963855421686747
-s,rm -> <1>,<2>,cd	confidence:0.963855421686747
-s,<2>,cd,vi -> <1>	confidence:1.0
-s,<1>,cd,vi -> <2>	confidence:0.9727891156462585
-s,cd,vi -> <1>,<2>	confidence:0.9727891156462585
-s,<1>,<2>,vi -> cd	confidence:0.9727891156462585
-s,<2>,vi -> <1>,cd	confidence:0.9727891156462585
-s,<1>,vi -> <2>,cd	confidence:0.9470198675496688
-s,vi -> <1>,<2>,cd	confidence:0.9470198675496688
-s,<2>,ll,rm -> <1>	confidence:1.0
-s,<1>,ll,rm -> <2>	confidence:0.9912280701754386
-s,ll,rm -> <1>,<2>	confidence:0.9912280701754386
-s,<2>,rm,vi -> <1>	confidence:1.0
-s,<1>,rm,vi -> <2>	confidence:0.9743589743589743
-s,rm,vi -> <1>,<2>	confidence:0.9743589743589743
-s,cd,ll,rm -> <1>	confidence:1.0
-s,<1>,ll,rm -> cd	confidence:1.0
-s,ll,rm -> <1>,cd	confidence:1.0
-s,cd,rm,vi -> <1>	confidence:1.0
-s,<1>,rm,vi -> cd	confidence:0.9914529914529915
-s,rm,vi -> <1>,cd	confidence:0.9914529914529915
-s,cd,ll,rm -> <2>	confidence:0.9912280701754386
-s,<2>,ll,rm -> cd	confidence:1.0
-s,ll,rm -> <2>,cd	confidence:0.9912280701754386
-s,cd,rm,vi -> <2>	confidence:0.9741379310344828
-s,<2>,rm,vi -> cd	confidence:0.9912280701754386
-s,rm,vi -> <2>,cd	confidence:0.9658119658119658
<,<2>,cd,ll -> <1>	confidence:1.0
<,<1>,cd,ll -> <2>	confidence:0.9133858267716536
<,cd,ll -> <1>,<2>	confidence:0.9133858267716536
<,<1>,<2>,ll -> cd	confidence:0.9830508474576272
<,<2>,ll -> <1>,cd	confidence:0.9830508474576272
<,<1>,ll -> <2>,cd	confidence:0.8923076923076924
<,ll -> <1>,<2>,cd	confidence:0.8923076923076924
<,<2>,cd,rm -> <1>	confidence:1.0
<,<1>,cd,rm -> <2>	confidence:0.9354838709677419
<,cd,rm -> <1>,<2>	confidence:0.9354838709677419
<,<1>,<2>,rm -> cd	confidence:0.9666666666666667
<,<2>,rm -> <1>,cd	confidence:0.9666666666666667
<,<1>,rm -> <2>,cd	confidence:0.8923076923076924
<,rm -> <1>,<2>,cd	confidence:0.8923076923076924
<2>,<3>,cd,cp -> <1>	confidence:1.0
<1>,<3>,cd,cp -> <2>	confidence:0.9776119402985075
<3>,cd,cp -> <1>,<2>	confidence:0.9776119402985075
<1>,<2>,<3>,cp -> cd	confidence:1.0
<2>,<3>,cp -> <1>,cd	confidence:1.0
<1>,<3>,cp -> <2>,cd	confidence:0.9776119402985075
<3>,cp -> <1>,<2>,cd	confidence:0.9776119402985075
<2>,<3>,cd,ll -> <1>	confidence:1.0
<1>,<3>,cd,ll -> <2>	confidence:0.9114583333333334
<3>,cd,ll -> <1>,<2>	confidence:0.9114583333333334
<1>,<2>,<3>,ll -> cd	confidence:1.0
<2>,<3>,ll -> <1>,cd	confidence:1.0
<1>,<3>,ll -> <2>,cd	confidence:0.9067357512953368
<3>,ll -> <1>,<2>,cd	confidence:0.9067357512953368
<2>,<3>,cd,ls -> <1>	confidence:1.0
<1>,<2>,<3>,ls -> cd	confidence:0.9939759036144579
<2>,<3>,ls -> <1>,cd	confidence:0.9939759036144579
<2>,<3>,cd,mv -> <1>	confidence:1.0
<1>,<3>,cd,mv -> <2>	confidence:0.9934640522875817
<3>,cd,mv -> <1>,<2>	confidence:0.9934640522875817
<1>,<2>,<3>,mv -> cd	confidence:1.0
<2>,<3>,mv -> <1>,cd	confidence:1.0
<1>,<3>,mv -> <2>,cd	confidence:0.9934640522875817
<3>,mv -> <1>,<2>,cd	confidence:0.9934640522875817
<2>,<3>,cd,rm -> <1>	confidence:1.0
<1>,<3>,cd,rm -> <2>	confidence:0.9004524886877828
<3>,cd,rm -> <1>,<2>	confidence:0.9004524886877828
<1>,<2>,<3>,rm -> cd	confidence:1.0
<2>,<3>,rm -> <1>,cd	confidence:1.0
<1>,<3>,rm -> <2>,cd	confidence:0.8923766816143498
<3>,rm -> <1>,<2>,cd	confidence:0.8923766816143498
<2>,<3>,cd,vi -> <1>	confidence:1.0
<1>,<3>,cd,vi -> <2>	confidence:0.8838383838383839
<3>,cd,vi -> <1>,<2>	confidence:0.8838383838383839
<1>,<2>,<3>,vi -> cd	confidence:0.9887005649717514
<2>,<3>,vi -> <1>,cd	confidence:0.9887005649717514
<1>,<3>,vi -> <2>,cd	confidence:0.8536585365853658
<3>,vi -> <1>,<2>,cd	confidence:0.8536585365853658
<2>,<3>,ll,rm -> <1>	confidence:1.0
<1>,<3>,ll,rm -> <2>	confidence:0.9357142857142857
<3>,ll,rm -> <1>,<2>	confidence:0.9357142857142857
<2>,<3>,ll,vi -> <1>	confidence:1.0
<1>,<3>,ll,vi -> <2>	confidence:0.957983193277311
<3>,ll,vi -> <1>,<2>	confidence:0.957983193277311
<2>,<3>,ls,rm -> <1>	confidence:1.0
<1>,<3>,ls,rm -> <2>	confidence:0.8776978417266187
<3>,ls,rm -> <1>,<2>	confidence:0.8776978417266187
<2>,<3>,mv,rm -> <1>	confidence:1.0
<1>,<3>,mv,rm -> <2>	confidence:0.9918032786885246
<3>,mv,rm -> <1>,<2>	confidence:0.9918032786885246
<2>,<3>,rm,vi -> <1>	confidence:1.0
<1>,<3>,rm,vi -> <2>	confidence:0.9705882352941176
<3>,rm,vi -> <1>,<2>	confidence:0.9705882352941176
<2>,>,cd,cp -> <1>	confidence:1.0
<1>,>,cd,cp -> <2>	confidence:0.9879518072289156
>,cd,cp -> <1>,<2>	confidence:0.9879518072289156
<1>,<2>,>,cp -> cd	confidence:0.9939393939393939
<2>,>,cp -> <1>,cd	confidence:0.9939393939393939
<1>,>,cp -> <2>,cd	confidence:0.9820359281437125
>,cp -> <1>,<2>,cd	confidence:0.9820359281437125
<2>,>,cd,grep -> <1>	confidence:1.0
<1>,>,cd,grep -> <2>	confidence:0.9663865546218487
>,cd,grep -> <1>,<2>	confidence:0.9663865546218487
<1>,<2>,>,grep -> cd	confidence:0.9913793103448276
<2>,>,grep -> <1>,cd	confidence:0.9913793103448276
<1>,>,grep -> <2>,cd	confidence:0.9583333333333334
>,grep -> <1>,<2>,cd	confidence:0.9583333333333334
<2>,>,cd,ll -> <1>	confidence:1.0
<1>,>,cd,ll -> <2>	confidence:0.927536231884058
>,cd,ll -> <1>,<2>	confidence:0.927536231884058
<1>,<2>,>,ll -> cd	confidence:0.9846153846153847
<2>,>,ll -> <1>,cd	confidence:0.9846153846153847
<1>,>,ll -> <2>,cd	confidence:0.9142857142857143
>,ll -> <1>,<2>,cd	confidence:0.9142857142857143
<2>,>,cd,ls -> <1>	confidence:1.0
<1>,>,cd,ls -> <2>	confidence:0.9030837004405287
>,cd,ls -> <1>,<2>	confidence:0.9030837004405287
<1>,<2>,>,ls -> cd	confidence:0.9903381642512077
<2>,>,ls -> <1>,cd	confidence:0.9903381642512077
<1>,>,ls -> <2>,cd	confidence:0.8723404255319149
>,ls -> <1>,<2>,cd	confidence:0.8723404255319149
<2>,>,cd,mv -> <1>	confidence:1.0
<1>,>,cd,mv -> <2>	confidence:0.9940828402366864
>,cd,mv -> <1>,<2>	confidence:0.9940828402366864
<1>,<2>,>,mv -> cd	confidence:0.9940828402366864
<2>,>,mv -> <1>,cd	confidence:0.9940828402366864
<1>,>,mv -> <2>,cd	confidence:0.9882352941176471
>,mv -> <1>,<2>,cd	confidence:0.9882352941176471
<2>,>,cd,rm -> <1>	confidence:1.0
<1>,>,cd,rm -> <2>	confidence:0.9227941176470589
>,cd,rm -> <1>,<2>	confidence:0.9227941176470589
<1>,<2>,>,rm -> cd	confidence:0.984313725490196
<2>,>,rm -> <1>,cd	confidence:0.984313725490196
<1>,>,rm -> <2>,cd	confidence:0.8900709219858156
>,rm -> <1>,<2>,cd	confidence:0.8900709219858156
<2>,>,cd,vi -> <1>	confidence:1.0
<1>,>,cd,vi -> <2>	confidence:0.9377593360995851
>,cd,vi -> <1>,<2>	confidence:0.9377593360995851
<1>,<2>,>,vi -> cd	confidence:0.9868995633187773
<2>,>,vi -> <1>,cd	confidence:0.9868995633187773
<1>,>,vi -> <2>,cd	confidence:0.9076305220883534
>,vi -> <1>,<2>,cd	confidence:0.9076305220883534
<2>,>,cd,| -> <1>	confidence:1.0
<1>,>,cd,| -> <2>	confidence:0.9586776859504132
>,cd,| -> <1>,<2>	confidence:0.9586776859504132
<1>,<2>,>,| -> cd	confidence:0.9914529914529915
<2>,>,| -> <1>,cd	confidence:0.9914529914529915
<1>,>,| -> <2>,cd	confidence:0.9508196721311475
>,| -> <1>,<2>,cd	confidence:0.9508196721311475
<2>,>,cp,rm -> <1>	confidence:1.0
<1>,>,cp,rm -> <2>	confidence:1.0
>,cp,rm -> <1>,<2>	confidence:1.0
>,cp -> <1>,<2>,rm	confidence:0.8083832335329342
<1>,>,cp -> <2>,rm	confidence:0.8083832335329342
<2>,>,cp -> <1>,rm	confidence:0.8181818181818182
<1>,<2>,>,cp -> rm	confidence:0.8181818181818182
<2>,>,cp,vi -> <1>	confidence:1.0
<1>,>,cp,vi -> <2>	confidence:1.0
>,cp,vi -> <1>,<2>	confidence:1.0
<2>,>,ll,rm -> <1>	confidence:1.0
<1>,>,ll,rm -> <2>	confidence:0.9567901234567902
>,ll,rm -> <1>,<2>	confidence:0.9567901234567902
<2>,>,ll,vi -> <1>	confidence:1.0
<1>,>,ll,vi -> <2>	confidence:0.965034965034965
>,ll,vi -> <1>,<2>	confidence:0.965034965034965
<2>,>,ls,rm -> <1>	confidence:1.0
<1>,>,ls,rm -> <2>	confidence:0.9017341040462428
>,ls,rm -> <1>,<2>	confidence:0.9017341040462428
<2>,>,ls,vi -> <1>	confidence:1.0
<1>,>,ls,vi -> <2>	confidence:0.9054054054054054
>,ls,vi -> <1>,<2>	confidence:0.9054054054054054
<2>,>,mv,rm -> <1>	confidence:1.0
<1>,>,mv,rm -> <2>	confidence:1.0
>,mv,rm -> <1>,<2>	confidence:1.0
<2>,>,mv,vi -> <1>	confidence:1.0
<1>,>,mv,vi -> <2>	confidence:1.0
>,mv,vi -> <1>,<2>	confidence:1.0
<2>,>,rm,vi -> <1>	confidence:1.0
<1>,>,rm,vi -> <2>	confidence:0.9206349206349206
>,rm,vi -> <1>,<2>	confidence:0.9206349206349206
<2>,cat,cd,cp -> <1>	confidence:1.0
<1>,cat,cd,cp -> <2>	confidence:1.0
cat,cd,cp -> <1>,<2>	confidence:1.0
<1>,<2>,cat,cp -> cd	confidence:0.991869918699187
<2>,cat,cp -> <1>,cd	confidence:0.991869918699187
<1>,cat,cp -> <2>,cd	confidence:0.991869918699187
cat,cp -> <1>,<2>,cd	confidence:0.991869918699187
<2>,cat,cd,ll -> <1>	confidence:1.0
<1>,cat,cd,ll -> <2>	confidence:0.8699551569506726
cat,cd,ll -> <1>,<2>	confidence:0.8699551569506726
<1>,<2>,cat,ll -> cd	confidence:0.9948717948717949
<2>,cat,ll -> <1>,cd	confidence:0.9948717948717949
<1>,cat,ll -> <2>,cd	confidence:0.8584070796460177
cat,ll -> <1>,<2>,cd	confidence:0.8584070796460177
<2>,cat,cd,ls -> <1>	confidence:1.0
<1>,cat,cd,ls -> <2>	confidence:0.8342541436464088
cat,cd,ls -> <1>,<2>	confidence:0.8342541436464088
<1>,<2>,cat,ls -> cd	confidence:0.993421052631579
<2>,cat,ls -> <1>,cd	confidence:0.993421052631579
<2>,cat,cd,mv -> <1>	confidence:1.0
<1>,cat,cd,mv -> <2>	confidence:0.9856115107913669
cat,cd,mv -> <1>,<2>	confidence:0.9856115107913669
<1>,<2>,cat,mv -> cd	confidence:0.9927536231884058
<2>,cat,mv -> <1>,cd	confidence:0.9927536231884058
<1>,cat,mv -> <2>,cd	confidence:0.9785714285714285
cat,mv -> <1>,<2>,cd	confidence:0.9785714285714285
<2>,cat,cd,rm -> <1>	confidence:1.0
<1>,cat,cd,rm -> <2>	confidence:0.9095477386934674
cat,cd,rm -> <1>,<2>	confidence:0.9095477386934674
<1>,<2>,cat,rm -> cd	confidence:1.0
<2>,cat,rm -> <1>,cd	confidence:1.0
<1>,cat,rm -> <2>,cd	confidence:0.8872549019607843
cat,rm -> <1>,<2>,cd	confidence:0.8872549019607843
<2>,cat,cd,vi -> <1>	confidence:1.0
<1>,cat,cd,vi -> <2>	confidence:0.8720379146919431
cat,cd,vi -> <1>,<2>	confidence:0.8720379146919431
<1>,<2>,cat,vi -> cd	confidence:0.968421052631579
<2>,cat,vi -> <1>,cd	confidence:0.968421052631579
<1>,cat,vi -> <2>,cd	confidence:0.8288288288288288
cat,vi -> <1>,<2>,cd	confidence:0.8288288288288288
<2>,cat,ll,rm -> <1>	confidence:1.0
<1>,cat,ll,rm -> <2>	confidence:0.9245283018867925
cat,ll,rm -> <1>,<2>	confidence:0.9245283018867925
<1>,<2>,cat,rm -> ll	confidence:0.8121546961325967
<2>,cat,rm -> <1>,ll	confidence:0.8121546961325967
<2>,cat,ll,vi -> <1>	confidence:1.0
<1>,cat,ll,vi -> <2>	confidence:0.8950617283950617
cat,ll,vi -> <1>,<2>	confidence:0.8950617283950617
<2>,cat,rm,vi -> <1>	confidence:1.0
<1>,cat,rm,vi -> <2>	confidence:0.9290780141843972
cat,rm,vi -> <1>,<2>	confidence:0.9290780141843972
<2>,cd,chmod,ll -> <1>	confidence:1.0
<1>,cd,chmod,ll -> <2>	confidence:0.9927007299270073
cd,chmod,ll -> <1>,<2>	confidence:0.9927007299270073
<1>,<2>,chmod,ll -> cd	confidence:0.9855072463768116
<2>,chmod,ll -> <1>,cd	confidence:0.9784172661870504
<1>,chmod,ll -> <2>,cd	confidence:0.9784172661870504
chmod,ll -> <1>,<2>,cd	confidence:0.9714285714285714
<2>,cd,chmod,ls -> <1>	confidence:1.0
<1>,cd,chmod,ls -> <2>	confidence:0.9927007299270073
cd,chmod,ls -> <1>,<2>	confidence:0.9927007299270073
<1>,<2>,chmod,ls -> cd	confidence:0.9444444444444444
<2>,chmod,ls -> <1>,cd	confidence:0.9444444444444444
<1>,chmod,ls -> <2>,cd	confidence:0.9379310344827586
chmod,ls -> <1>,<2>,cd	confidence:0.9379310344827586
<2>,cd,chmod,mv -> <1>	confidence:1.0
<1>,cd,chmod,mv -> <2>	confidence:1.0
cd,chmod,mv -> <1>,<2>	confidence:1.0
<1>,<2>,chmod,mv -> cd	confidence:0.9647887323943662
<2>,chmod,mv -> <1>,cd	confidence:0.958041958041958
<1>,chmod,mv -> <2>,cd	confidence:0.9647887323943662
chmod,mv -> <1>,<2>,cd	confidence:0.958041958041958
<2>,cd,chmod,rm -> <1>	confidence:1.0
<1>,cd,chmod,rm -> <2>	confidence:1.0
cd,chmod,rm -> <1>,<2>	confidence:1.0
<1>,<2>,chmod,rm -> cd	confidence:0.9645390070921985
<2>,chmod,rm -> <1>,cd	confidence:0.9645390070921985
<1>,chmod,rm -> <2>,cd	confidence:0.9645390070921985
chmod,rm -> <1>,<2>,cd	confidence:0.9645390070921985
<2>,cd,chmod,vi -> <1>	confidence:1.0
<1>,cd,chmod,vi -> <2>	confidence:0.9933774834437086
cd,chmod,vi -> <1>,<2>	confidence:0.9933774834437086
<1>,<2>,chmod,vi -> cd	confidence:0.9554140127388535
<2>,chmod,vi -> <1>,cd	confidence:0.9554140127388535
<1>,chmod,vi -> <2>,cd	confidence:0.9493670886075949
chmod,vi -> <1>,<2>,cd	confidence:0.9493670886075949
<2>,cd,clear,ls -> <1>	confidence:1.0
<1>,<2>,clear,ls -> cd	confidence:0.9219858156028369
<2>,clear,ls -> <1>,cd	confidence:0.9154929577464789
<2>,cd,clear -> <1>,ls	confidence:0.8904109589041096
<1>,<2>,cd,clear -> ls	confidence:0.8904109589041096
<2>,cd,cp,elm -> <1>	confidence:1.0
<1>,cd,cp,elm -> <2>	confidence:1.0
cd,cp,elm -> <1>,<2>	confidence:1.0
<1>,<2>,cp,elm -> cd	confidence:0.9367088607594937
<2>,cp,elm -> <1>,cd	confidence:0.9367088607594937
<1>,cp,elm -> <2>,cd	confidence:0.9367088607594937
cp,elm -> <1>,<2>,cd	confidence:0.9367088607594937
<2>,cd,cp,exit -> <1>	confidence:1.0
<1>,cd,cp,exit -> <2>	confidence:1.0
cd,cp,exit -> <1>,<2>	confidence:1.0
<1>,<2>,cp,exit -> cd	confidence:0.9554140127388535
<2>,cp,exit -> <1>,cd	confidence:0.9493670886075949
<1>,cp,exit -> <2>,cd	confidence:0.9554140127388535
cp,exit -> <1>,<2>,cd	confidence:0.9493670886075949
<2>,cd,cp,fg -> <1>	confidence:1.0
<1>,cd,cp,fg -> <2>	confidence:1.0
cd,cp,fg -> <1>,<2>	confidence:1.0
<1>,<2>,cp,fg -> cd	confidence:0.9834710743801653
<2>,cp,fg -> <1>,cd	confidence:0.9834710743801653
<1>,cp,fg -> <2>,cd	confidence:0.9834710743801653
cp,fg -> <1>,<2>,cd	confidence:0.9834710743801653
<2>,cd,cp,grep -> <1>	confidence:1.0
<1>,cd,cp,grep -> <2>	confidence:1.0
cd,cp,grep -> <1>,<2>	confidence:1.0
<1>,<2>,cp,grep -> cd	confidence:1.0
<2>,cp,grep -> <1>,cd	confidence:1.0
<1>,cp,grep -> <2>,cd	confidence:1.0
cp,grep -> <1>,<2>,cd	confidence:1.0
<2>,cd,cp,ll -> <1>	confidence:1.0
<1>,cd,cp,ll -> <2>	confidence:0.9899665551839465
cd,cp,ll -> <1>,<2>	confidence:0.9899665551839465
<1>,<2>,cp,ll -> cd	confidence:0.9932885906040269
<2>,cp,ll -> <1>,cd	confidence:0.9932885906040269
<1>,cp,ll -> <2>,cd	confidence:0.9833887043189369
cp,ll -> <1>,<2>,cd	confidence:0.9833887043189369
<2>,cd,cp,ls -> <1>	confidence:1.0
<1>,cd,cp,ls -> <2>	confidence:0.9978448275862069
cd,cp,ls -> <1>,<2>	confidence:0.9978448275862069
<1>,<2>,cp,ls -> cd	confidence:0.9788583509513742
<2>,cp,ls -> <1>,cd	confidence:0.9788583509513742
<1>,cp,ls -> <2>,cd	confidence:0.9767932489451476
cp,ls -> <1>,<2>,cd	confidence:0.9767932489451476
<2>,cd,cp,m -> <1>	confidence:1.0
<1>,cd,cp,m -> <2>	confidence:0.991869918699187
cd,cp,m -> <1>,<2>	confidence:0.991869918699187
<1>,<2>,cp,m -> cd	confidence:0.976
<2>,cp,m -> <1>,cd	confidence:0.976
<1>,cp,m -> <2>,cd	confidence:0.9682539682539683
cp,m -> <1>,<2>,cd	confidence:0.9682539682539683
<2>,cd,cp,make -> <1>	confidence:1.0
<1>,cd,cp,make -> <2>	confidence:0.9928571428571429
cd,cp,make -> <1>,<2>	confidence:0.9928571428571429
<1>,<2>,cp,make -> cd	confidence:1.0
<2>,cp,make -> <1>,cd	confidence:1.0
<1>,cp,make -> <2>,cd	confidence:0.9928571428571429
cp,make -> <1>,<2>,cd	confidence:0.9928571428571429
<2>,cd,cp,man -> <1>	confidence:1.0
<1>,cd,cp,man -> <2>	confidence:0.991869918699187
cd,cp,man -> <1>,<2>	confidence:0.991869918699187
<1>,<2>,cp,man -> cd	confidence:1.0
<2>,cp,man -> <1>,cd	confidence:1.0
<1>,cp,man -> <2>,cd	confidence:0.991869918699187
cp,man -> <1>,<2>,cd	confidence:0.991869918699187
<2>,cd,cp,more -> <1>	confidence:1.0
<1>,cd,cp,more -> <2>	confidence:1.0
cd,cp,more -> <1>,<2>	confidence:1.0
<1>,<2>,cp,more -> cd	confidence:0.9746835443037974
<2>,cp,more -> <1>,cd	confidence:0.9746835443037974
<1>,cp,more -> <2>,cd	confidence:0.9746835443037974
cp,more -> <1>,<2>,cd	confidence:0.9746835443037974
<2>,cd,cp,mv -> <1>	confidence:1.0
<1>,cd,cp,mv -> <2>	confidence:1.0
cd,cp,mv -> <1>,<2>	confidence:1.0
<1>,<2>,cp,mv -> cd	confidence:0.9868852459016394
<2>,cp,mv -> <1>,cd	confidence:0.9868852459016394
<1>,cp,mv -> <2>,cd	confidence:0.9868852459016394
cp,mv -> <1>,<2>,cd	confidence:0.9868852459016394
<2>,cd,cp,pwd -> <1>	confidence:1.0
<1>,cd,cp,pwd -> <2>	confidence:1.0
cd,cp,pwd -> <1>,<2>	confidence:1.0
<1>,<2>,cp,pwd -> cd	confidence:1.0
<2>,cp,pwd -> <1>,cd	confidence:1.0
<1>,cp,pwd -> <2>,cd	confidence:1.0
cp,pwd -> <1>,<2>,cd	confidence:1.0
<2>,cd,cp,rm -> <1>	confidence:1.0
<1>,cd,cp,rm -> <2>	confidence:1.0
cd,cp,rm -> <1>,<2>	confidence:1.0
<1>,<2>,cp,rm -> cd	confidence:0.9758454106280193
<2>,cp,rm -> <1>,cd	confidence:0.9758454106280193
<1>,cp,rm -> <2>,cd	confidence:0.9758454106280193
cp,rm -> <1>,<2>,cd	confidence:0.9758454106280193
<2>,cd,cp,vi -> <1>	confidence:1.0
<1>,cd,cp,vi -> <2>	confidence:1.0
cd,cp,vi -> <1>,<2>	confidence:1.0
<1>,<2>,cp,vi -> cd	confidence:0.9742489270386266
<2>,cp,vi -> <1>,cd	confidence:0.9742489270386266
<1>,cp,vi -> <2>,cd	confidence:0.9742489270386266
cp,vi -> <1>,<2>,cd	confidence:0.9742489270386266
<2>,cd,cp,| -> <1>	confidence:1.0
<1>,cd,cp,| -> <2>	confidence:1.0
cd,cp,| -> <1>,<2>	confidence:1.0
